Table Name:,2008 VBT Female RR150 (UCS127) Non-Smoker ANB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,1027,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"“2008 Valuation Basic Table”, American Academy of Actuaries /Society of Actuaries, Joint Preferred Mortality Project Oversight Group (paper presented at the March 2008 meeting of the National Association of Insurance Commissioners’ Life and Health Actuarial Task Force, Orlando, Florida, March, 2008) p. 163-164. Accessed: October, 2012 from http://www.actuary.org/pdf/life/tables_march08.pdf",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2008 Valuation Basic Table (VBT) Relative Risk (RR) - Female, 150% (UCS127), Non-Smoker, Age Nearest Birthday. Minimum Age: 18. Maximum Age: 90.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The underlying data used in developing the 2008 Valuation Basic Table (VBT) was a subset of the Society of Actuaries (SOA) Individual Life Experience Committee's (ILEC) 2002-2004 Intercompany Study comprised of claims from 35 contributing companies. Of these 35 companies, 28 companies maintained preferred class underwriting criteria. Nevertheless, this data proved insufficient to develop all the relationships needed for construction of the Relative Risk tables. Consequently, research from a reinsurer heavily supplemented the data. Methodology: Relative Risk Ratios were developed from an Underwriting Criteria Score (UCS). The Relative Risk Ratios were then applied to the 2008 Primary Table to create 10 preferred non-smoker tables and 4 preferred smoker tables delineated by gender. Next, a Preferred Wear-Off Factor was applied to durations 2 and later. The Wear-Off Factors result in the relative risk tables grading into the corresponding aggregate table at higher attained ages. The Preferred Wear-Off Factors are the same for all the Relative Risk tables. Data Transcription Errors: None. Data Certified: 10/2012.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2008 Valuation Basic Table (VBT) Relative Risk (RR) - Female, 150% (UCS127), Non-Smoker, Age Nearest Birthday. Minimum Age: 18. Maximum Age: 90. Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",90,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00042,0.00046,0.00048,0.00048,0.00048,0.00048,0.00048,0.0005,0.00052,0.00052,0.00054,0.00056,0.0006,0.00064,0.00068,0.00075,0.00085,0.00095,0.00105,0.00113,0.00123,0.00131,0.00141,0.00151,0.00161
19,0.00037,0.00043,0.00045,0.00045,0.00045,0.00045,0.00047,0.00049,0.00051,0.00053,0.00055,0.00057,0.0006,0.00064,0.0007,0.0008,0.0009,0.00099,0.00111,0.00121,0.00129,0.00138,0.00148,0.00158,0.00168
20,0.00034,0.0004,0.00042,0.00042,0.00042,0.00042,0.00044,0.00046,0.0005,0.00052,0.00056,0.00057,0.00061,0.00067,0.00075,0.00084,0.00094,0.00105,0.00117,0.00126,0.00136,0.00144,0.00153,0.00165,0.00178
21,0.00032,0.00038,0.0004,0.0004,0.0004,0.00041,0.00043,0.00047,0.00049,0.00053,0.00056,0.00058,0.00064,0.0007,0.00077,0.00087,0.00098,0.00111,0.00122,0.00132,0.00141,0.00151,0.0016,0.00173,0.00188
22,0.00028,0.00035,0.00037,0.00039,0.00039,0.00041,0.00043,0.00046,0.0005,0.00054,0.00057,0.00061,0.00067,0.00072,0.0008,0.00091,0.00104,0.00116,0.00128,0.00139,0.00148,0.00157,0.00168,0.00183,0.00203
