Table Name:,"1985-90 Basic Table - Female, ANB",,,,,,,,,,,,,,,,,,,,,,,,
4,0.00008,0.00009,0.00010,0.00013,0.00014,0.00015,0.00014,0.00014,0.00017,0.00018,0.00019,0.00020,0.00030,0.00035,0.00040,0.00046,0.00051,0.00055,0.00054,0.00052,0.00052,0.00054,0.00058,0.00063,0.00066
5,0.00009,0.00010,0.00012,0.00012,0.00013,0.00013,0.00013,0.00016,0.00018,0.00018,0.00020,0.00029,0.00035,0.00039,0.00041,0.00051,0.00055,0.00054,0.00052,0.00052,0.00054,0.00058,0.00063,0.00066,0.00063
6,0.00010,0.00011,0.00010,0.00011,0.00012,0.00012,0.00015,0.00018,0.00018,0.00020,0.00029,0.00035,0.00039,0.00041,0.00044,0.00055,0.00054,0.00052,0.00052,0.00054,0.00058,0.00063,0.00066,0.00063,0.00061
7,0.00010,0.00010,0.00010,0.00012,0.00012,0.00014,0.00017,0.00018,0.00020,0.00029,0.00035,0.00038,0.00041,0.00042,0.00046,0.00054,0.00052,0.00052,0.00054,0.00058,0.00063,0.00066,0.00063,0.00061,0.00062
8,0.00010,0.00010,0.00011,0.00012,0.00013,0.00017,0.00017,0.00019,0.00029,0.00035,0.00038,0.00039,0.00041,0.00045,0.00046,0.00052,0.00052,0.00054,0.00058,0.00063,0.00066,0.00063,0.00061,0.00062,0.00065
9,0.00010,0.00011,0.00012,0.00013,0.00017,0.00017,0.00019,0.00028,0.00035,0.00038,0.00038,0.00041,0.00045,0.00045,0.00050,0.00052,0.00054,0.00058,0.00063,0.00066,0.00063,0.00061,0.00062,0.00065,0.00068
10,0.00011,0.00012,0.00013,0.00017,0.00017,0.00019,0.00028,0.00034,0.00037,0.00038,0.00041,0.00044,0.00044,0.00049,0.00048,0.00054,0.00058,0.00063,0.00066,0.00063,0.00061,0.00062,0.00065,0.00068,0.00071
11,0.00012,0.00013,0.00017,0.00017,0.00018,0.00028,0.00034,0.00037,0.00038,0.00041,0.00043,0.00044,0.00048,0.00047,0.00050,0.00058,0.00063,0.00066,0.00063,0.00061,0.00062,0.00065,0.00068,0.00071,0.00074
12,0.00012,0.00017,0.00016,0.00018,0.00028,0.00034,0.00037,0.00038,0.00041,0.00043,0.00043,0.00047,0.00047,0.00049,0.00054,0.00063,0.00066,0.00063,0.00061,0.00062,0.00065,0.00068,0.00071,0.00074,0.00078
13,0.00014,0.00016,0.00017,0.00028,0.00034,0.00036,0.00037,0.00041,0.00042,0.00043,0.00046,0.00046,0.00048,0.00052,0.00057,0.00066,0.00063,0.00061,0.00062,0.00065,0.00068,0.00071,0.00074,0.00078,0.00083
14,0.00016,0.00017,0.00027,0.00034,0.00036,0.00036,0.00041,0.00042,0.00042,0.00045,0.00046,0.00047,0.00050,0.00056,0.00061,0.00063,0.00061,0.00062,0.00065,0.00068,0.00071,0.00074,0.00078,0.00083,0.00088
15,0.00017,0.00027,0.00034,0.00036,0.00036,0.00041,0.00042,0.00041,0.00042,0.00043,0.00046,0.00050,0.00056,0.00061,0.00058,0.00061,0.00062,0.00065,0.00068,0.00071,0.00074,0.00078,0.00083,0.00088,0.00092
16,0.00027,0.00033,0.00035,0.00036,0.00040,0.00040,0.00040,0.00042,0.00042,0.00045,0.00049,0.00054,0.00056,0.00055,0.00056,0.00062,0.00065,0.00068,0.00071,0.00074,0.00078,0.00083,0.00088,0.00092,0.00098
17,0.00033,0.00034,0.00035,0.00038,0.00039,0.00039,0.00041,0.00042,0.00044,0.00048,0.00052,0.00054,0.00051,0.00051,0.00058,0.00065,0.00068,0.00071,0.00074,0.00078,0.00083,0.00088,0.00092,0.00098,0.00106
18,0.00033,0.00034,0.00037,0.00038,0.00036,0.00036,0.00039,0.00042,0.00047,0.00050,0.00053,0.00050,0.00050,0.00056,0.00060,0.00068,0.00071,0.00074,0.00078,0.00083,0.00088,0.00092,0.00098,0.00106,0.00117
19,0.00033,0.00036,0.00037,0.00035,0.00034,0.00035,0.00038,0.00044,0.00050,0.00051,0.00050,0.00048,0.00052,0.00058,0.00061,0.00071,0.00074,0.00078,0.00083,0.00088,0.00092,0.00098,0.00106,0.00117,0.00128
20,0.00032,0.00035,0.00034,0.00033,0.00032,0.00035,0.00040,0.00046,0.00051,0.00049,0.00048,0.00049,0.00054,0.00060,0.00062,0.00074,0.00078,0.00083,0.00088,0.00092,0.00098,0.00106,0.00117,0.00128,0.00141
21,0.00029,0.00030,0.00031,0.00031,0.00032,0.00036,0.00041,0.00046,0.00047,0.00047,0.00049,0.00052,0.00057,0.00061,0.00065,0.00070,0.00082,0.00087,0.00092,0.00098,0.00106,0.00117,0.00128,0.00141,0.00155
22,0.00023,0.00026,0.00028,0.00031,0.00034,0.00039,0.00043,0.00042,0.00045,0.00049,0.00052,0.00056,0.00060,0.00064,0.00069,0.00074,0.00080,0.00088,0.00098,0.00106,0.00117,0.00128,0.00141,0.00155,0.00173
23,0.00021,0.00024,0.00028,0.00033,0.00038,0.00041,0.00041,0.00042,0.00047,0.00051,0.00055,0.00059,0.00063,0.00068,0.00073,0.00080,0.00087,0.00097,0.00106,0.00117,0.00128,0.00141,0.00155,0.00173,0.00192
24,0.00019,0.00023,0.00029,0.00035,0.00040,0.00041,0.00041,0.00045,0.00050,0.00055,0.00059,0.00063,0.00068,0.00073,0.00080,0.00086,0.00096,0.00105,0.00117,0.00128,0.00141,0.00155,0.00173,0.00192,0.00213
25,0.00017,0.00023,0.00030,0.00036,0.00039,0.00040,0.00044,0.00049,0.00053,0.00058,0.00062,0.00067,0.00073,0.00079,0.00085,0.00095,0.00104,0.00115,0.00127,0.00141,0.00155,0.00173,0.00192,0.00213,0.00235
26,0.00017,0.00022,0.00030,0.00034,0.00039,0.00044,0.00048,0.00053,0.00057,0.00062,0.00066,0.00071,0.00079,0.00085,0.00093,0.00104,0.00115,0.00127,0.00141,0.00155,0.00173,0.00192,0.00213,0.00235,0.00259
27,0.00016,0.00021,0.00027,0.00033,0.00041,0.00048,0.00053,0.00057,0.00061,0.00065,0.00071,0.00079,0.00085,0.00093,0.00104,0.00115,0.00127,0.00141,0.00155,0.00173,0.00192,0.00213,0.00235,0.00259,0.00286
28,0.00018,0.00021,0.00027,0.00033,0.00042,0.00050,0.00055,0.00061,0.00064,0.00071,0.00078,0.00084,0.00093,0.00102,0.00115,0.00127,0.00141,0.00155,0.00173,0.00192,0.00213,0.00235,0.00259,0.00286,0.00319
29,0.00018,0.00021,0.00028,0.00035,0.00044,0.00051,0.00058,0.00064,0.00070,0.00078,0.00084,0.00093,0.00102,0.00113,0.00127,0.00141,0.00155,0.00173,0.00192,0.00213,0.00235,0.00259,0.00286,0.00319,0.00355
30,0.00018,0.00023,0.00029,0.00036,0.00045,0.00053,0.00060,0.00069,0.00076,0.00084,0.00093,0.00101,0.00113,0.00127,0.00141,0.00155,0.00173,0.00192,0.00213,0.00235,0.00259,0.00286,0.00319,0.00355,0.00387
31,0.00019,0.00025,0.00031,0.00038,0.00046,0.00054,0.00064,0.00074,0.00082,0.00093,0.00100,0.00113,0.00126,0.00140,0.00155,0.00173,0.00192,0.00213,0.00235,0.00259,0.00286,0.00319,0.00355,0.00387,0.00420
32,0.00021,0.00027,0.00033,0.00039,0.00047,0.00057,0.00068,0.00079,0.00090,0.00099,0.00113,0.00126,0.00140,0.00155,0.00173,0.00192,0.00212,0.00235,0.00258,0.00286,0.00319,0.00355,0.00387,0.00420,0.00455
33,0.00022,0.00029,0.00036,0.00043,0.00052,0.00062,0.00072,0.00085,0.00098,0.00113,0.00124,0.00139,0.00155,0.00173,0.00192,0.00212,0.00235,0.00258,0.00286,0.00319,0.00355,0.00387,0.00420,0.00455,0.00500
34,0.00023,0.00031,0.00039,0.00048,0.00058,0.00068,0.00078,0.00093,0.00108,0.00123,0.00138,0.00154,0.00173,0.00192,0.00212,0.00235,0.00258,0.00285,0.00319,0.00354,0.00387,0.00420,0.00455,0.00500,0.00557
35,0.00024,0.00032,0.00043,0.00054,0.00064,0.00075,0.00086,0.00102,0.00120,0.00135,0.00151,0.00171,0.00191,0.00212,0.00234,0.00258,0.00285,0.00319,0.00354,0.00386,0.00419,0.00455,0.00500,0.00557,0.00620
36,0.00025,0.00035,0.00047,0.00059,0.00072,0.00083,0.00096,0.00113,0.00132,0.00148,0.00167,0.00189,0.00212,0.00234,0.00258,0.00285,0.00318,0.00354,0.00386,0.00419,0.00453,0.00500,0.00557,0.00620,0.00685
37,0.00026,0.00038,0.00051,0.00066,0.00081,0.00094,0.00107,0.00125,0.00146,0.00164,0.00184,0.00208,0.00234,0.00258,0.00285,0.00318,0.00354,0.00386,0.00419,0.00453,0.00499,0.00557,0.00620,0.00685,0.00740
38,0.00027,0.00040,0.00055,0.00072,0.00089,0.00104,0.00117,0.00137,0.00160,0.00181,0.00206,0.00231,0.00258,0.00285,0.00318,0.00354,0.00386,0.00419,0.00452,0.00497,0.00554,0.00617,0.00678,0.00732,0.00788
39,0.00028,0.00043,0.00060,0.00080,0.00099,0.00114,0.00129,0.00151,0.00175,0.00200,0.00229,0.00255,0.00285,0.00318,0.00354,0.00385,0.00419,0.00452,0.00495,0.00552,0.00616,0.00657,0.00718,0.00788,0.00853
40,0.00030,0.00047,0.00067,0.00089,0.00109,0.00127,0.00144,0.00166,0.00191,0.00221,0.00255,0.00284,0.00318,0.00354,0.00385,0.00419,0.00451,0.00494,0.00549,0.00613,0.00657,0.00710,0.00765,0.00836,0.00918
41,0.00032,0.00052,0.00074,0.00098,0.00121,0.00142,0.00160,0.00182,0.00208,0.00242,0.00283,0.00317,0.00354,0.00385,0.00419,0.00449,0.00494,0.00549,0.00607,0.00651,0.00703,0.00757,0.00823,0.00918,0.00990
42,0.00035,0.00058,0.00082,0.00109,0.00135,0.00158,0.00177,0.00199,0.00225,0.00266,0.00306,0.00353,0.00385,0.00419,0.00449,0.00493,0.00547,0.00601,0.00651,0.00703,0.00753,0.00818,0.00913,0.00985,0.01065
43,0.00039,0.00065,0.00092,0.00123,0.00150,0.00174,0.00194,0.00218,0.00249,0.00295,0.00350,0.00384,0.00418,0.00449,0.00492,0.00546,0.00598,0.00651,0.00696,0.00749,0.00814,0.00908,0.00980,0.01060,0.01161
44,0.00044,0.00073,0.00105,0.00138,0.00167,0.00191,0.00211,0.00239,0.00278,0.00327,0.00378,0.00415,0.00449,0.00484,0.00545,0.00595,0.00644,0.00696,0.00745,0.00810,0.00904,0.00975,0.01055,0.01161,0.01270
45,0.00049,0.00083,0.00118,0.00155,0.00186,0.00209,0.00230,0.00265,0.00310,0.00356,0.00408,0.00448,0.00483,0.00543,0.00593,0.00637,0.00688,0.00741,0.00806,0.00899,0.00970,0.01055,0.01155,0.01263,0.01415
46,0.00055,0.00093,0.00133,0.00173,0.00205,0.00229,0.00254,0.00293,0.00339,0.00388,0.00439,0.00481,0.00542,0.00592,0.00636,0.00688,0.00737,0.00801,0.00894,0.00965,0.01049,0.01150,0.01257,0.01415,0.01564
47,0.00062,0.00105,0.00150,0.00193,0.00227,0.00254,0.00280,0.00319,0.00371,0.00422,0.00480,0.00540,0.00590,0.00636,0.00685,0.00733,0.00797,0.00890,0.00960,0.01044,0.01150,0.01257,0.01415,0.01564,0.01742
48,0.00069,0.00113,0.00158,0.00203,0.00242,0.00273,0.00299,0.00342,0.00397,0.00457,0.00522,0.00584,0.00636,0.00677,0.00726,0.00793,0.00881,0.00955,0.01044,0.01144,0.01250,0.01415,0.01564,0.01742,0.01952
49,0.00077,0.00122,0.00168,0.00215,0.00257,0.00288,0.00320,0.00366,0.00430,0.00496,0.00563,0.00627,0.00671,0.00720,0.00790,0.00871,0.00950,0.01044,0.01144,0.01250,0.01408,0.01564,0.01737,0.01952,0.02129
50,0.00085,0.00131,0.00179,0.00227,0.00267,0.00304,0.00342,0.00398,0.00467,0.00534,0.00601,0.00668,0.00712,0.00777,0.00864,0.00945,0.01038,0.01138,0.01244,0.01402,0.01564,0.01737,0.01950,0.02123,0.02313
51,0.00095,0.00142,0.00190,0.00235,0.00278,0.00320,0.00370,0.00433,0.00503,0.00570,0.00638,0.00710,0.00759,0.00842,0.00943,0.01033,0.01132,0.01244,0.01401,0.01564,0.01733,0.01948,0.02116,0.02308,0.02506
52,0.00106,0.00154,0.00198,0.00243,0.00289,0.00342,0.00402,0.00467,0.00537,0.00604,0.00675,0.00736,0.00812,0.00911,0.01026,0.01126,0.01244,0.01401,0.01564,0.01733,0.01946,0.02114,0.02296,0.02506,0.02710
53,0.00109,0.00160,0.00210,0.00260,0.00318,0.00381,0.00446,0.00518,0.00592,0.00661,0.00717,0.00804,0.00895,0.01006,0.01120,0.01240,0.01401,0.01564,0.01733,0.01944,0.02112,0.02289,0.02506,0.02710,0.02861
54,0.00110,0.00167,0.00222,0.00282,0.00349,0.00420,0.00493,0.00572,0.00650,0.00705,0.00783,0.00877,0.00983,0.01107,0.01239,0.01401,0.01564,0.01724,0.01942,0.02108,0.02282,0.02501,0.02710,0.02846,0.03114
55,0.00112,0.00173,0.00239,0.00305,0.00379,0.00460,0.00543,0.00629,0.00695,0.00774,0.00853,0.00953,0.01077,0.01234,0.01397,0.01564,0.01724,0.01940,0.02108,0.02280,0.02493,0.02696,0.02816,0.03080,0.03463
56,0.00113,0.00183,0.00255,0.00325,0.00410,0.00502,0.00595,0.00674,0.00766,0.00847,0.00927,0.01033,0.01195,0.01372,0.01562,0.01724,0.01938,0.02108,0.02277,0.02480,0.02682,0.02816,0.03047,0.03426,0.03896
57,0.00116,0.00190,0.00267,0.00346,0.00441,0.00546,0.00634,0.00743,0.00841,0.00925,0.01004,0.01135,0.01351,0.01517,0.01724,0.01938,0.02103,0.02266,0.02475,0.02668,0.02801,0.03013,0.03388,0.03853,0.04709
58,0.00118,0.00205,0.00298,0.00390,0.00490,0.00577,0.00681,0.00787,0.00887,0.00974,0.01078,0.01240,0.01458,0.01717,0.01931,0.02097,0.02266,0.02468,0.02654,0.02786,0.02980,0.03350,0.03831,0.04661,0.04989
59,0.00120,0.00222,0.00332,0.00437,0.00525,0.00631,0.00730,0.00830,0.00932,0.01039,0.01180,0.01343,0.01584,0.01864,0.02092,0.02266,0.02455,0.02649,0.02770,0.02980,0.03313,0.03810,0.04564,0.04973,0.05613
60,0.00121,0.00242,0.00368,0.00471,0.00583,0.00689,0.00780,0.00873,0.00992,0.01130,0.01279,0.01466,0.01719,0.01997,0.02264,0.02455,0.02640,0.02755,0.02946,0.03275,0.03810,0.04515,0.04951,0.05594,0.06237
61,0.00124,0.00263,0.00390,0.00528,0.00646,0.00749,0.00831,0.00930,0.01076,0.01217,0.01397,0.01597,0.01839,0.02135,0.02443,0.02626,0.02725,0.02946,0.03219,0.03789,0.04467,0.04935,0.05582,0.06237,0.06726
62,0.00127,0.00266,0.00432,0.00590,0.00713,0.00813,0.00897,0.01009,0.01156,0.01321,0.01525,0.01717,0.01965,0.02275,0.02604,0.02725,0.02946,0.03200,0.03767,0.04370,0.04924,0.05552,0.06204,0.06726,0.07451
63,0.00131,0.00295,0.00466,0.00620,0.00738,0.00847,0.00958,0.01075,0.01241,0.01417,0.01624,0.01845,0.02109,0.02394,0.02725,0.02913,0.03181,0.03746,0.04321,0.04907,0.05521,0.06171,0.06691,0.07373,0.08335
64,0.00152,0.00327,0.00500,0.00650,0.00772,0.00897,0.01012,0.01152,0.01329,0.01498,0.01727,0.01976,0.02236,0.02522,0.02906,0.03162,0.03724,0.04297,0.04880,0.05491,0.06138,0.06655,0.07373,0.08291,0.09614
65,0.00176,0.00360,0.00536,0.00690,0.00822,0.00940,0.01076,0.01233,0.01403,0.01581,0.01830,0.02090,0.02373,0.02709,0.03147,0.03703,0.04272,0.04880,0.05491,0.06105,0.06655,0.07333,0.08291,0.09604,0.11272
66,0.00203,0.00396,0.00582,0.00745,0.00865,0.00990,0.01140,0.01299,0.01477,0.01661,0.01913,0.02214,0.02570,0.02956,0.03682,0.04248,0.04869,0.05491,0.06071,0.06583,0.07294,0.08264,0.09594,0.11260,0.13213
67,0.00232,0.00441,0.00644,0.00798,0.00916,0.01077,0.01247,0.01365,0.01548,0.01721,0.02002,0.02391,0.02936,0.03596,0.04224,0.04852,0.05460,0.06038,0.06583,0.07294,0.08247,0.09574,0.11236,0.13186,0.15270
68,0.00277,0.00514,0.00731,0.00915,0.01053,0.01204,0.01357,0.01498,0.01695,0.01950,0.02381,0.02904,0.03553,0.04175,0.04825,0.05460,0.05972,0.06548,0.07255,0.08202,0.09523,0.11212,0.13172,0.15191,0.16888
69,0.00335,0.00592,0.00836,0.01047,0.01192,0.01357,0.01459,0.01623,0.01860,0.02251,0.02866,0.03547,0.04131,0.04770,0.05430,0.05972,0.06512,0.07216,0.08202,0.09523,0.11153,0.13144,0.15111,0.16712,0.17855
70,0.00371,0.00581,0.00901,0.01054,0.01204,0.01369,0.01537,0.01756,0.02109,0.02673,0.03339,0.03981,0.04644,0.05326,0.05906,0.06455,0.07137,0.08114,0.09442,0.11117,0.13074,0.15032,0.16712,0.17799,0.18414
71,0.00417,0.00627,0.00946,0.01086,0.01318,0.01481,0.01696,0.01972,0.02447,0.03125,0.03787,0.04496,0.05180,0.05826,0.06404,0.07090,0.08097,0.09401,0.11070,0.13060,0.14952,0.16641,0.17762,0.18261,0.20004
72,0.00480,0.00710,0.01003,0.01176,0.01428,0.01635,0.01892,0.02334,0.02945,0.03544,0.04331,0.05064,0.05640,0.06311,0.07035,0.07982,0.09371,0.11011,0.13005,0.14952,0.16536,0.17706,0.18185,0.19942,0.21767
73,0.00540,0.00791,0.01072,0.01271,0.01559,0.01808,0.02259,0.02718,0.03350,0.04057,0.04832,0.05541,0.06154,0.06941,0.07911,0.09320,0.10963,0.12894,0.14793,0.16448,0.17632,0.18185,0.19820,0.21723,0.23619
74,0.00608,0.00878,0.01146,0.01393,0.01741,0.02108,0.02568,0.03156,0.03794,0.04515,0.05269,0.05982,0.06761,0.07717,0.09219,0.10892,0.12838,0.14793,0.16448,0.17557,0.18109,0.19759,0.21701,0.23619,0.25508
75,0.00669,0.00950,0.01272,0.01557,0.01958,0.02419,0.02937,0.03586,0.04228,0.04910,0.05696,0.06580,0.07479,0.09016,0.10856,0.12727,0.14761,0.16448,0.17483,0.18052,0.19667,0.21679,0.23619,0.25508,0.27613
76,0.00729,0.01045,0.01440,0.01769,0.02226,0.02719,0.03334,0.03996,0.04632,0.05302,0.06278,0.07232,0.08713,0.10655,0.12657,0.14698,0.16360,0.17427,0.18033,0.19596,0.21668,0.23619,0.25508,0.27613,0.29960
77,0.00796,0.01195,0.01638,0.02055,0.02573,0.03092,0.03709,0.04399,0.05059,0.05859,0.06968,0.08409,0.10275,0.12379,0.14507,0.16272,0.17334,0.17919,0.19514,0.21657,0.23619,0.25508,0.27613,0.29960,0.32656
78,0.00889,0.01355,0.01884,0.02330,0.02917,0.03477,0.04048,0.04866,0.05576,0.06527,0.08003,0.09907,0.12101,0.14157,0.16096,0.17260,0.17843,0.19412,0.21558,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758
79,0.01009,0.01541,0.02136,0.02659,0.03301,0.03849,0.04437,0.05412,0.06262,0.07598,0.09397,0.11656,0.13839,0.15656,0.17111,0.17596,0.19269,0.21427,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334
80,0.01149,0.01758,0.02423,0.02989,0.03610,0.04186,0.04941,0.05998,0.07294,0.08828,0.11127,0.13521,0.15304,0.16609,0.17462,0.19106,0.21289,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464
81,0.01306,0.02001,0.02745,0.03265,0.03936,0.04643,0.05512,0.06788,0.08543,0.10432,0.12725,0.14777,0.16181,0.16930,0.18964,0.21054,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245
82,0.01480,0.02257,0.03019,0.03542,0.04345,0.05204,0.06230,0.08068,0.10154,0.12089,0.14249,0.15623,0.16646,0.18723,0.21039,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034
83,0.01659,0.02521,0.03292,0.03929,0.04939,0.05889,0.07831,0.09482,0.11634,0.13748,0.15400,0.16608,0.18694,0.21023,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058
84,0.01924,0.02744,0.03624,0.04498,0.05825,0.07594,0.09447,0.11567,0.13653,0.15348,0.16568,0.18666,0.21008,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606
85,0.02361,0.03098,0.04145,0.05268,0.07382,0.09379,0.11532,0.13593,0.15268,0.16528,0.18637,0.20993,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047
86,0.03026,0.03881,0.05065,0.06882,0.09312,0.11466,0.13561,0.15216,0.16468,0.18609,0.20977,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999
87,0.03704,0.04863,0.06609,0.09244,0.11400,0.13499,0.15190,0.16428,0.18566,0.20962,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999
88,0.04660,0.06360,0.08924,0.11334,0.13438,0.15138,0.16407,0.18537,0.20938,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999
89,0.05932,0.08906,0.11020,0.13376,0.15086,0.16367,0.18521,0.20923,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999
90,0.08472,0.11003,0.13088,0.15034,0.16327,0.18493,0.20916,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999,0.99999
91,0.10578,0.13072,0.14790,0.16289,0.18466,0.20901,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999
92,0.12680,0.14777,0.16100,0.18438,0.20885,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999
93,0.14446,0.16089,0.18303,0.20870,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999
94,0.15836,0.18295,0.20798,0.23619,0.25508,0.27613,0.29960,0.32656,0.35758,0.39334,0.43464,0.48245,0.54034,0.61058,0.69606,0.80047,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999
